"Cancer","Subset1","Subset2","Isoform ID","Name","EXP1","EXP2","adjusted P-Value","Measure"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc002qse.2","A1BG-AS1","2.4684184782453746","3.9055444945028177","0.0000008094857933138239","TPM"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc002qsg.2","A1BG-AS1","0.5984782098142744","0.7517750586359823","0.009837931787954966","TPM"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc009zgj.1","A2M-AS1","1.3965326815920682","5.2206414377905705","0.0000000000000035035672358190364","TPM"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc010wuk.1","AATK-AS1","0.021821826564882844","0.0065606256248007516","0.008602621699602393","TPM"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc010wul.1","AATK-AS1","0.012461949063270758","1.9297080327757486e-126","0.0000000015959204688896195","TPM"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc001pli.1","AB231705","0.0027276857038590957","0","0.0005180880691710462","TPM"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc009ypx.2","AB429224","0.025878139893993457","0.0022917567706357517","0.000016448548285180914","TPM"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc003cie.1","ACVR2B-AS1","1.1030570785082372","2.9268981131041434","0.000000000014709713326669756","TPM"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc003dml.2","ADAMTS9-AS2","0.18007958646702046","2.727162088423328","0.000000000045718284122390835","TPM"
"Endometrial Carcinoma","Uterine corpus endometrial carcinoma(545)","Uterine corpus endometrial carcinoma (adjacent normal)(35)","uc001ign.2","ADARB2-AS1","0.09714001417547619","0.006297327428105477","0.000003371736892314284","TPM"
