"Cancer","Subset1","Subset2","Transcript ID","Name","EXP1","EXP2","adjusted P-Value","Measure"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000318602.9","A2M","109.60719722222224","225.78252820512827","0.0035235314877529694","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000209873.6","AAAS","18.062879166666665","22.87811282051282","0.0035822242937561264","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000316519.8","AACS","10.340774166666668","6.261963076923077","0.0014265761340467573","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000339092.4","AAK1","2.4583951388888883","0.8292429487179487","0.00006469768355760691","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000409085.6","AAK1","2.8640650555555554","0.057821179487179485","0.0009610056525601021","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000606389.3","AAK1","3.200725777777777","6.116291025641024","0.00006684707890967032","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000409068.3","AAK1","0.30282625","1.4321757435897438","0.003478396364804752","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000320849.6","AAR2","11.223557777777778","14.33548358974359","0.0011562722706358031","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000378279.3","AARD","0.1962714166666667","0.05714441025641026","0.0011491891849759867","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000244571.4","AARS2","5.081643055555556","6.791152564102563","0.0004723519770710721","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000619387.2","AATF","14.270615833333332","18.827764102564103","0.0002973829632682484","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000575363.1","AATK","1.1709581111111114","0.4034128974358975","0.001235496085606173","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000326724.6","AATK","15.955627555555553","3.4667613589743596","0.00000002704162419629775","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000570932.3","AATK","23.668114777777777","4.878130256410255","0.00000022866705122264202","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000374792.4","AATK","5.1208696388888875","1.7045352307692307","0.0007362803811535514","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000417379.3","AATK","48.51552666666666","10.569264897435898","0.0000018926968735502753","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000374736.5","ABCA1","10.866716388888893","25.66461512820513","0.000009401380544735353","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000269081.6","ABCA10","0.18369683333333334","0.06849520512820512","0.002741595157008755","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000435803.3","ABCA13","0.02878136111111111","0.18300728205128208","0.0000842662402813151","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000544596.3","ABCA13","0.010071833333333332","0.472150846153846","0.00028698973889955214","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000411975.3","ABCA13","0.10067944444444445","1.2150965641025642","0.00010699074306156751","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000479446.3","ABCA2","72.36775583333333","18.470068820512818","0.0000011917332633443583","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000490486.2","ABCA2","95.56925044444444","19.330985282051284","0.0000005420502983884942","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000614293.2","ABCA2","9.952843944444446","3.220802923076923","0.00005984619884997014","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000265662.7","ABCA2","20.491008888888892","6.003869564102565","0.000011180883780312462","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000341511.8","ABCA2","71.54840666666666","18.46287974358975","0.000013425267536404783","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000371605.5","ABCA2","22.208379444444446","6.53868805128205","0.0000012078199301516676","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000488535.2","ABCA2","0.27047077777777784","0.05080253846153846","0.0008638665676110322","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000487109.3","ABCA2","4.999679416666666","1.4653634615384614","0.0000061493836455903386","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000392676.5","ABCA5","2.370047111111111","1.3015938205128206","0.006512418076357966","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000430352.4","ABCA8","5.6422675277777765","2.341560923076923","0.0010505481187152849","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000269080.4","ABCA8","8.598619444444443","3.132598641025641","0.002007972811865861","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000340001.6","ABCA9","1.2929972222222224","0.4493963076923077","0.00007100010606224727","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000453985.4","ABCA9","1.1059136944444443","0.487751282051282","0.00359327826961421","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000622132.2","ABCB1","4.175584444444444","2.106634538461538","0.000009665209465877706","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000253577.5","ABCB7","2.0335684166666663","3.255454153846154","0.0031752043661671912","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000373394.5","ABCB7","2.6539189722222214","4.224816205128206","0.0014650611025413432","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000536976.3","ABCB9","0.4174637777777777","0.16993507692307694","0.008360749105923623","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000280560.10","ABCB9","1.5825435","0.6445174102564102","0.005720232102148002","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000541424.1","ABCB9","0.6768586388888889","0.3136257948717949","0.00018904083109851818","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000399410.5","ABCC1","2.58711175","6.460023846153845","0.00000001050845016752875","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000372530.6","ABCC10","3.9786769444444436","5.044276666666667","0.0005944842593351679","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000311303.5","ABCC12","0.12500530555555556","0.0032163846153846153","0.002380356448968005","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000505699.3","ABCC3","3.252468305555556","25.539979641025646","0.0000000017914333904043797","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000515585.1","ABCC3","0.2285367222222222","2.214695871794872","0.0000010516864816222334","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000513511.3","ABCC3","0.07652397222222222","0.6476213333333332","0.00005993271118421981","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000285238.10","ABCC3","0.45160397222222215","4.242092948717948","0.0000000007794815857971447","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000502426.3","ABCC3","1.1784116666666664","11.68493841025641","0.0000000000027993460279439123","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000515707.1","ABCC3","0.053596333333333336","0.4807444615384615","0.000037430780222634756","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000510633.3","ABCC3","0.13821502777777775","0.6440556666666666","0.006809460677043279","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000427699.3","ABCC3","0.2832456388888889","1.9660363846153848","0.00000008050437762854306","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000302539.6","ABCC8","2.606158666666667","0.905159153846154","0.00012270918890939107","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000527905.3","ABCC8","0.7083349722222221","0.26869171794871793","0.0015595105182921822","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000389817.5","ABCC8","2.260555111111111","0.8142259743589745","0.00022763441030184333","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000526168.3","ABCC8","5.626724444444444","0.41345951282051285","0.0016398838899445028","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000218104.5","ABCD1","3.991516666666667","6.1249628205128195","0.00021143521312881285","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000296577.6","ABCE1","18.054025833333338","22.54158974358974","0.007646495054345772","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000326195.10","ABCF1","8.162323055555555","11.83409641025641","0.00046808535597473914","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000475993.1","ABCF1","1.0464576666666665","1.8253511538461542","0.0025986413358562157","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000222388.4","ABCF2","1.9525353888888886","4.065000179487179","0.004929757155051384","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000468073.3","ABCF2","0.6499618333333333","1.5462325128205126","0.00015473925752274026","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000287844.4","ABCF2","15.311179166666667","20.514117948717946","0.0005067243519565268","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000237612.5","ABCG2","11.082789722222225","7.54434917948718","0.0009177405510878884","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000619701.2","ABCG4","2.2032774722222226","0.3610654615384616","0.00004881986059557538","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000272286.2","ABCG8","0.1270986111111111","0.002768076923076923","0.00030461655098504455","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000222800.5","ABHD11","4.739576666666666","6.750274102564103","0.005453126652714176","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000339157.7","ABHD12","56.73800555555556","42.43755128205129","0.0000720414059218986","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000337334.4","ABHD12B","0.6427171388888889","0.27169564102564103","0.008964827959584587","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000273596.5","ABHD14A","20.801049444444445","11.255569230769233","0.00007269593222728184","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000292577.9","ABHD17A","80.62260555555555","56.877251282051276","0.00000028365933099417357","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000333421.6","ABHD17B","25.21727805555556","13.160814358974358","0.00023460145742907923","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000428304.4","ABHD4","13.09021388888889","19.296884615384613","0.0011041939628442887","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000295962.6","ABHD6","12.860565000000001","7.088995384615385","0.00033935635590101945","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000478253.3","ABHD6","7.728003055555555","4.38442705128205","0.00032396987530383735","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000376142.4","ABI1","5.775846555555554","2.8830726923076933","0.000015591464825101997","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000376160.3","ABI1","0.48013258333333336","0.9570171794871797","0.0038798262500163824","FPKM"
"Glioma","Glioma - Stage non-enhancing FLAIR+ Sample(36)","Glioma - Stage contrast-enhancing sample(39)","ENST00000318560.5","ABL1","18.294355","23.4011641025641","0.008996508718691416","FPKM"
